Waste type,Initial pH,Initial carbon to nitrogen,Initial moisture content (%),Compost time (day),pH,Temperature (℃),Moisture content (%),EC（ms/cm-1）,Ammonia氨mg/kg,Nitrate硝酸盐mg/kg,总氮(%),总有机碳变化(%),有机质含量变化(%),C/N,GI (%),NH4+-N (g/Kg),NO3--N (g/Kg),CO2 (g/Kg),CH4 (g/Kg),N2O (g/Kg),NH3 (g/Kg),segment,Temperature_corr,Moisture_corr,pH_corr,batch_id
livestock manure compost,8.3746,53.975,65.439,21.0,34.652,55.283,8.9946,3.3592,1492.17,328.37,1.7149,42.5020816,73.438,24.784,10.971,,,,,,,Segment A: calibrated,34.652,55.283,8.9946,livestock manure compost|8.375|53.975|65.439
livestock manure compost,8.3746,53.975,65.439,29.0,21.978,54.064,8.9005,3.0754,1197.61,410.57,1.8895,41.599232,72.729,22.016,17.938,,,,,,,Segment A: calibrated,21.978,54.064,8.9005,livestock manure compost|8.375|53.975|65.439
livestock manure compost,8.3746,53.975,65.439,45.0,18.067,46.974,8.4078,2.8182,613.16,529.96,2.1992,40.6456144,73.105,18.482,69.822,,,,,,,Segment A: calibrated,18.067,46.974,8.4078,livestock manure compost|8.375|53.975|65.439
livestock manure compost,8.3746,53.975,65.439,60.0,11.191,41.813,7.9816,2.0998,214.21,636.13,2.3304,41.0756304,72.859,17.626,88.073,,,,,,,Segment A: calibrated,11.191,41.813,7.9816,livestock manure compost|8.375|53.975|65.439
livestock manure compost,8.3746,53.975,65.439,75.0,11.056,39.108,7.8216,1.8337,150.11,900.88,2.5117,42.121209,72.379,16.77,95.561,,,,,,,Segment A: calibrated,11.056,39.108,7.8216,livestock manure compost|8.375|53.975|65.439
livestock manure compost,8.3746,53.975,65.439,90.0,9.438,32.895,7.7471,1.5499,22.64,972.69,2.5982,41.6439496,71.122,16.028,100.628,,,,,,,Segment A: calibrated,9.438,32.895,7.7471,livestock manure compost|8.375|53.975|65.439
livestock manure compost,8.2986,52.412,64.913,1.0,39.371,64.913,8.2986,1.9047,94.99,105.76,1.0079,52.0,93.366,52.412,0.536,,,,,,,Segment A: calibrated,39.371,64.913,8.2986,livestock manure compost|8.299|52.412|64.913
livestock manure compost,8.2986,52.412,64.913,3.0,48.404,62.459,8.3464,2.4545,524.74,132.25,1.1367,52.0,85.664,45.834,2.414,,,,,,,Segment A: calibrated,48.404,62.459,8.3464,livestock manure compost|8.299|52.412|64.913
livestock manure compost,8.2986,52.412,64.913,7.0,57.708,59.568,8.5463,2.5432,1090.13,235.45,1.3773,50.9986644,81.694,37.028,10.203,,,,,,,Segment A: calibrated,57.708,59.568,8.5463,livestock manure compost|8.299|52.412|64.913
livestock manure compost,8.2986,52.412,64.913,14.0,58.517,58.347,8.8418,3.0665,1940.47,317.6,1.5684,50.3989656,75.232,32.134,11.797,,,,,,,Segment A: calibrated,58.517,58.347,8.8418,livestock manure compost|8.299|52.412|64.913
livestock manure compost,8.2986,52.412,64.913,21.0,34.652,55.196,9.2323,3.0843,1668.61,415.6,1.7427,45.7197345,74.76,26.235,8.278,,,,,,,Segment A: calibrated,34.652,55.196,9.2323,livestock manure compost|8.299|52.412|64.913
livestock manure compost,8.2986,52.412,64.913,29.0,21.978,51.169,9.1096,2.8359,1365.01,471.36,1.9676,44.8534096,74.13,22.796,25.473,,,,,,,Segment A: calibrated,21.978,51.169,9.1096,livestock manure compost|8.299|52.412|64.913
livestock manure compost,8.2986,52.412,64.913,45.0,18.067,46.184,8.4934,1.9047,631.23,590.74,2.2997,42.7606218,73.805,18.594,66.324,,,,,,,Segment A: calibrated,18.067,46.184,8.4934,livestock manure compost|8.299|52.412|64.913
livestock manure compost,8.2986,52.412,64.913,60.0,11.191,41.988,8.1052,1.7361,273.03,651.99,2.5089,44.783865,73.403,17.85,88.342,,,,,,,Segment A: calibrated,11.191,41.988,8.1052,livestock manure compost|8.299|52.412|64.913
livestock manure compost,8.2986,52.412,64.913,75.0,11.056,37.441,7.8692,1.5942,150.09,861.24,2.6456,43.7820344,73.002,16.549,99.059,,,,,,,Segment A: calibrated,11.056,37.441,7.8692,livestock manure compost|8.299|52.412|64.913
livestock manure compost,8.2986,52.412,64.913,90.0,9.438,32.193,7.8897,1.4701,27.18,985.92,2.7544,41.3765968,72.211,15.022,99.283,,,,,,,Segment A: calibrated,9.438,32.193,7.8897,livestock manure compost|8.299|52.412|64.913
livestock manure compost,8.3841,46.721,66.58,1.0,39.371,66.58,8.3841,2.0998,135.73,208.83,1.0413,48.6505773,87.377,46.721,0.806,,,,,,,Segment A: calibrated,39.371,66.58,8.3841,livestock manure compost|8.384|46.721|66.58
livestock manure compost,8.3841,46.721,66.58,3.0,48.404,60.353,8.0232,2.3481,520.22,364.84,0.9861,47.066553,85.975,47.73,2.143,,,,,,,Segment A: calibrated,48.404,60.353,8.0232,livestock manure compost|8.384|46.721|66.58
livestock manure compost,8.3841,46.721,66.58,7.0,57.708,58.164,8.1091,2.5255,863.92,441.61,0.9254,45.2113424,81.927,48.856,8.589,,,,,,,Segment A: calibrated,57.708,58.164,8.1091,livestock manure compost|8.384|46.721|66.58
livestock manure compost,8.3841,46.721,66.58,14.0,58.517,57.469,8.1004,2.7827,1569.45,259.43,1.2504,41.8533888,76.788,33.472,19.331,,,,,,,Segment A: calibrated,58.517,57.469,8.1004,livestock manure compost|8.384|46.721|66.58
livestock manure compost,8.3841,46.721,66.58,21.0,34.652,54.669,8.0155,2.8891,1270.43,325.71,1.553,40.918444,73.826,26.348,33.57,,,,,,,Segment A: calibrated,34.652,54.669,8.0155,livestock manure compost|8.384|46.721|66.58
livestock manure compost,8.3841,46.721,66.58,29.0,21.978,53.45,7.8834,3.2262,550.54,318.06,1.7221,40.796549,70.318,23.69,65.023,,,,,,,Segment A: calibrated,21.978,53.45,7.8834,livestock manure compost|8.384|46.721|66.58
livestock manure compost,8.3841,46.721,66.58,45.0,18.067,47.5,7.7139,3.5011,228.54,500.89,1.8756,38.6411112,68.75,20.602,87.847,,,,,,,Segment A: calibrated,18.067,47.5,7.7139,livestock manure compost|8.384|46.721|66.58
livestock manure compost,8.3841,46.721,66.58,60.0,11.191,44.006,7.7535,3.4479,150.84,583.27,1.962,36.338202,66.948,18.521,102.601,,,,,,,Segment A: calibrated,11.191,44.006,7.7535,livestock manure compost|8.384|46.721|66.58
livestock manure compost,8.3841,46.721,66.58,75.0,11.056,40.249,7.7646,3.5632,86.75,956.39,2.0597,35.4618549,65.924,17.217,107.669,,,,,,,Segment A: calibrated,11.056,40.249,7.7646,livestock manure compost|8.384|46.721|66.58
livestock manure compost,8.3841,46.721,66.58,90.0,9.438,33.596,7.7471,3.714,113.14,1096.92,2.269,32.562419,64.9,14.351,111.929,,,,,,,Segment A: calibrated,9.438,33.596,7.7471,livestock manure compost|8.384|46.721|66.58
Composting kitchen waste,5.7345,26.7755,60.0,0.0,35.463,60.0,5.7345,1.7846,2515.0,325.49,1.80632,48.36512116,83.38146887984,26.7755,32.8821,,,,,,,Segment A: calibrated,35.463,60.0,5.7345,Composting kitchen waste|5.734|26.776|60.0
Composting kitchen waste,5.7345,26.7755,60.0,3.0,41.866,56.8814,7.1327,2.4366,3449.1,302.42,1.92498,44.369634012,76.493249036688,23.0494,39.4615,,,,,,,Segment A: calibrated,41.866,56.8814,7.1327,Composting kitchen waste|5.734|26.776|60.0
Composting kitchen waste,5.7345,26.7755,60.0,6.0,59.134,53.0847,7.9646,3.0118,5000.0,243.4,1.83675,37.597721475,64.8184718229,20.4697,30.5469,,,,,,,Segment A: calibrated,59.134,53.0847,7.9646,Composting kitchen waste|5.734|26.776|60.0
Composting kitchen waste,5.7345,26.7755,60.0,9.0,53.119,49.4237,8.177,3.1566,1940.1,203.99,1.7855,33.478125,57.7162875,18.75,63.1219,,,,,,,Segment A: calibrated,53.119,49.4237,8.177,Composting kitchen waste|5.734|26.776|60.0
Composting kitchen waste,5.7345,26.7755,60.0,12.0,38.955,45.2203,8.0177,3.5596,814.4,200.52,1.91893,32.679953579,56.340239970196,17.0303,79.4691,,,,,,,Segment A: calibrated,38.955,45.2203,8.0177,Composting kitchen waste|5.734|26.776|60.0
Composting kitchen waste,5.7345,26.7755,60.0,15.0,37.403,41.2881,7.5044,4.0488,263.5,309.81,2.12992,34.59416064,59.64033294336,16.242,87.21,,,,,,,Segment A: calibrated,37.403,41.2881,7.5044,Composting kitchen waste|5.734|26.776|60.0
Composting kitchen waste,5.7345,26.7755,60.0,20.0,28.478,32.4746,7.4159,3.7828,167.7,420.59,2.24149,34.800252995,59.99563616338,15.5255,94.5193,,,,,,,Segment A: calibrated,28.478,32.4746,7.4159,Composting kitchen waste|5.734|26.776|60.0
Composting kitchen waste,5.7345,26.7755,60.0,25.0,26.925,25.9661,7.3451,3.5742,167.7,497.05,2.24961,33.636618642,57.989530538808,14.9522,95.4555,,,,,,,Segment A: calibrated,26.925,25.9661,7.3451,Composting kitchen waste|5.734|26.776|60.0
Composting kitchen waste,6.1593,28.2086,57.8305,0.0,35.269,57.8305,6.1593,1.9569,2515.0,302.62,1.72506,48.661527516,83.892473437584,28.2086,33.3853,,,,,,,Segment A: calibrated,35.269,57.8305,6.1593,Composting kitchen waste|6.159|28.209|57.83
Composting kitchen waste,6.1593,28.2086,57.8305,3.0,46.91,54.3051,7.4159,2.7332,3880.2,312.23,1.79568,42.418630368,73.129718754432,23.6226,32.8398,,,,,,,Segment A: calibrated,46.91,54.3051,7.4159,Composting kitchen waste|6.159|28.209|57.83
Composting kitchen waste,6.1593,28.2086,57.8305,6.0,62.435,50.1017,8.0885,2.8492,5000.0,222.16,1.95867,36.444385089,62.830119893436,18.6067,32.0851,,,,,,,Segment A: calibrated,62.435,50.1017,8.0885,Composting kitchen waste|6.159|28.209|57.83
Composting kitchen waste,6.1593,28.2086,57.8305,9.0,53.896,44.678,8.3186,3.3479,2802.4,189.28,1.92958,32.861326274,56.652926496376,17.0303,64.3224,,,,,,,Segment A: calibrated,53.896,44.678,8.3186,Composting kitchen waste|6.159|28.209|57.83
Composting kitchen waste,6.1593,28.2086,57.8305,12.0,37.015,42.1017,8.3186,4.0476,1173.7,246.27,2.09253,32.487574515,56.00857846386,15.5255,82.8707,,,,,,,Segment A: calibrated,37.015,42.1017,8.3186,Composting kitchen waste|6.159|28.209|57.83
Composting kitchen waste,6.1593,28.2086,57.8305,15.0,30.806,40.2034,7.8584,4.2402,766.5,365.37,2.2075,32.05797725,55.267952779,14.5223,85.9631,,,,,,,Segment A: calibrated,30.806,40.2034,7.8584,Composting kitchen waste|6.159|28.209|57.83
Composting kitchen waste,6.1593,28.2086,57.8305,20.0,30.03,33.6949,7.8053,4.0029,215.6,432.02,2.36707,33.01825943,56.92347925732,13.949,94.1411,,,,,,,Segment A: calibrated,30.03,33.6949,7.8053,Composting kitchen waste|6.159|28.209|57.83
Composting kitchen waste,6.1593,28.2086,57.8305,25.0,27.119,27.5932,7.646,3.7272,263.5,541.18,2.32719,31.128028002,53.664720275448,13.3758,94.2222,,,,,,,Segment A: calibrated,27.119,27.5932,7.646,Composting kitchen waste|6.159|28.209|57.83
Composting kitchen waste,5.9292,26.9188,57.9661,0.0,34.104,57.9661,5.9292,1.9952,2203.6,322.22,1.77677,47.828516276,82.456362059824,26.9188,35.2207,,,,,,,Segment A: calibrated,34.104,57.9661,5.9292,Composting kitchen waste|5.929|26.919|57.966
Composting kitchen waste,5.9292,26.9188,57.9661,3.0,45.94,53.2203,7.2389,2.8193,3664.7,289.34,1.9656,44.46069264,76.65023411136,22.6194,40.424,,,,,,,Segment A: calibrated,45.94,53.2203,7.2389,Composting kitchen waste|5.929|26.919|57.966
Composting kitchen waste,5.9292,26.9188,57.9661,6.0,60.687,48.339,7.9646,3.0693,5000.0,267.91,1.88109,36.348678288,62.665121368512,19.3232,55.028,,,,,,,Segment A: calibrated,60.687,48.339,7.9646,Composting kitchen waste|5.929|26.919|57.966
Composting kitchen waste,5.9292,26.9188,57.9661,9.0,52.149,43.5932,8.2301,3.3671,2634.7,246.47,1.74854,31.15635999,53.71356462276,17.8185,72.7975,,,,,,,Segment A: calibrated,52.149,43.5932,8.2301,Composting kitchen waste|5.929|26.919|57.966
Composting kitchen waste,5.9292,26.9188,57.9661,12.0,33.91,40.8814,8.2478,3.7893,1556.9,213.59,2.01867,30.617571624,52.784693479776,15.1672,88.3518,,,,,,,Segment A: calibrated,33.91,40.8814,8.2478,Composting kitchen waste|5.929|26.919|57.966
Composting kitchen waste,5.9292,26.9188,57.9661,15.0,32.164,38.7119,7.8761,4.1445,526.9,334.31,2.25182,32.37891978,55.82125770072,14.379,90.2884,,,,,,,Segment A: calibrated,32.164,38.7119,7.8761,Composting kitchen waste|5.929|26.919|57.966
Composting kitchen waste,5.9292,26.9188,57.9661,20.0,31.194,30.3051,7.8407,4.0985,239.5,430.4,2.32275,32.067189675,55.2838349997,13.8057,95.0149,,,,,,,Segment A: calibrated,31.194,30.3051,7.8407,Composting kitchen waste|5.929|26.919|57.966
Composting kitchen waste,5.9292,26.9188,57.9661,25.0,26.149,26.6441,7.6814,3.8708,263.5,488.89,2.35305,30.124922625,51.9353666055,12.8025,92.5264,,,,,,,Segment A: calibrated,26.149,26.6441,7.6814,Composting kitchen waste|5.929|26.919|57.966
Composting kitchen waste,5.65,26.8471,57.4237,0.0,32.164,57.4237,5.65,2.4163,2395.2,335.3,1.76569,47.403655999,81.723902942276,26.8471,37.1074,,,,,,,Segment A: calibrated,32.164,57.4237,5.65,Composting kitchen waste|5.65|26.847|57.424
Composting kitchen waste,5.65,26.8471,57.4237,3.0,42.642,54.8475,6.8319,3.2308,4263.5,299.16,1.86218,43.322314174,74.687669635976,23.2643,38.3426,,,,,,,Segment A: calibrated,42.642,54.8475,6.8319,Composting kitchen waste|5.65|26.847|57.424
Composting kitchen waste,5.65,26.8471,57.4237,6.0,62.045,52.1356,7.646,3.5095,5000.0,233.59,1.89956,36.977974696,63.750028375904,19.4666,38.1081,,,,,,,Segment A: calibrated,62.045,52.1356,7.646,Composting kitchen waste|5.65|26.847|57.424
Composting kitchen waste,5.65,26.8471,57.4237,9.0,52.925,47.5254,8.0354,3.7881,3281.4,212.15,1.8557,30.1402794,51.9618416856,16.242,66.9373,,,,,,,Segment A: calibrated,52.925,47.5254,8.0354,Composting kitchen waste|5.65|26.847|57.424
Composting kitchen waste,5.65,26.8471,57.4237,12.0,36.045,45.3559,7.8938,4.306,2155.7,220.13,2.11469,30.710162587,52.944320299988,14.5223,72.5405,,,,,,,Segment A: calibrated,36.045,45.3559,7.8938,Composting kitchen waste|5.65|26.847|57.424
Composting kitchen waste,5.65,26.8471,57.4237,15.0,32.164,43.0508,7.6991,4.6325,1413.2,308.18,2.33309,32.711554963,56.394720756212,14.0207,84.3982,,,,,,,Segment A: calibrated,32.164,43.0508,7.6991,Composting kitchen waste|5.65|26.847|57.424
Composting kitchen waste,5.65,26.8471,57.4237,20.0,28.672,31.5254,7.5221,4.5388,958.1,399.34,2.44465,32.17354972,55.46719971728,13.1608,92.7374,,,,,,,Segment A: calibrated,28.672,31.5254,7.5221,Composting kitchen waste|5.65|26.847|57.424
Composting kitchen waste,5.65,26.8471,57.4237,25.0,28.672,25.2881,7.4867,4.3302,694.6,487.25,2.40846,30.489176832,52.563340858368,12.6592,90.0993,,,,,,,Segment A: calibrated,28.672,25.2881,7.4867,Composting kitchen waste|5.65|26.847|57.424
Composting kitchen waste,5.79,30.21986971,74.62,0.0,31.4,74.62,5.79,4.88,339.0,280.3,1.662,40.811,86.5886300416265,30.21986971,22.47,,,,,,,Segment A: calibrated,31.4,74.62,5.79,Composting kitchen waste|5.79|30.22|74.62
Composting kitchen waste,5.79,30.21986971,74.62,5.0,66.4,69.52,5.98,4.35,1044.0,416.9,1.228,37.11,51.9854544993893,24.55535499,51.19,,,,,,,Segment A: calibrated,66.4,69.52,5.98,Composting kitchen waste|5.79|30.22|74.62
Composting kitchen waste,5.79,30.21986971,74.62,12.0,40.9,38.51,6.62,4.25,916.0,679.2,1.927,32.977,56.8523480119646,17.11312922,80.83,,,,,,,Segment A: calibrated,40.9,38.51,6.62,Composting kitchen waste|5.79|30.22|74.62
Composting kitchen waste,5.79,30.21986971,74.62,20.0,32.5,32.68,6.85,5.3,403.0,663.8,2.4,34.205,58.969419986208,14.25208333,99.58,,,,,,,Segment A: calibrated,32.5,32.68,6.85,Composting kitchen waste|5.79|30.22|74.62
Composting kitchen waste,5.79,30.21986971,74.62,25.0,37.1,35.35,6.65,3.88,675.0,544.8,2.655,31.865,54.9352600037928,12.00188324,76.97,,,,,,,Segment A: calibrated,37.1,35.35,6.65,Composting kitchen waste|5.79|30.22|74.62
Composting kitchen waste,5.79,30.21986971,74.62,30.0,33.4,20.85,7.09,3.25,589.0,643.9,2.638,32.75,56.4609999899663,12.41470811,80.03,,,,,,,Segment A: calibrated,33.4,20.85,7.09,Composting kitchen waste|5.79|30.22|74.62
Composting kitchen waste,6.05,25.2318314,75.13,0.0,27.6,75.13,6.05,5.3,951.0,323.5,1.376,34.719,59.8555560110336,25.2318314,13.45,,,,,,,Segment A: calibrated,27.6,75.13,6.05,Composting kitchen waste|6.05|25.232|75.13
Composting kitchen waste,6.05,25.2318314,75.13,5.0,67.9,59.39,6.43,4.25,1181.0,432.4,1.372,32.664,56.3127359883458,23.80758017,77.93,,,,,,,Segment A: calibrated,67.9,59.39,6.43,Composting kitchen waste|6.05|25.232|75.13
Composting kitchen waste,6.05,25.2318314,75.13,12.0,59.7,43.55,6.55,3.86,480.0,506.7,1.285,30.782,53.0681679928454,23.95486381,95.87,,,,,,,Segment A: calibrated,59.7,43.55,6.55,Composting kitchen waste|6.05|25.232|75.13
Composting kitchen waste,6.05,25.2318314,75.13,20.0,60.6,33.13,6.63,5.16,1531.0,597.7,1.638,29.63,51.0821200024481,18.08913309,96.19,,,,,,,Segment A: calibrated,60.6,33.13,6.63,Composting kitchen waste|6.05|25.232|75.13
Composting kitchen waste,6.05,25.2318314,75.13,25.0,43.8,25.06,6.73,4.33,271.0,553.7,1.785,25.737,44.3705879847426,14.41848739,86.12,,,,,,,Segment A: calibrated,43.8,25.06,6.73,Composting kitchen waste|6.05|25.232|75.13
Composting kitchen waste,6.05,25.2318314,75.13,30.0,32.2,20.04,7.39,3.45,156.0,434.8,2.078,22.5,38.7899999980691,10.82771896,87.3,,,,,,,Segment A: calibrated,32.2,20.04,7.39,Composting kitchen waste|6.05|25.232|75.13
Composting kitchen waste,6.28,21.21418827,70.39,0.0,16.6,70.39,6.28,4.98,955.0,203.6,2.199,46.65,80.4246000098785,21.21418827,28.93,,,,,,,Segment A: calibrated,16.6,70.39,6.28,Composting kitchen waste|6.28|21.214|70.39
Composting kitchen waste,6.28,21.21418827,70.39,5.0,54.8,67.7,6.23,5.3,1149.0,856.1,1.866,40.526,69.8668239935522,21.71811361,64.64,,,,,,,Segment A: calibrated,54.8,67.7,6.23,Composting kitchen waste|6.28|21.214|70.39
Composting kitchen waste,6.28,21.21418827,70.39,12.0,31.6,29.1,6.65,5.3,734.0,649.2,2.023,37.111,63.9793640169986,18.34453782,85.65,,,,,,,Segment A: calibrated,31.6,29.1,6.65,Composting kitchen waste|6.28|21.214|70.39
Composting kitchen waste,6.28,21.21418827,70.39,20.0,67.2,20.48,7.05,5.3,1470.0,898.7,2.4,32.443,55.931732013792,13.51791667,93.18,,,,,,,Segment A: calibrated,67.2,20.48,7.05,Composting kitchen waste|6.28|21.214|70.39
Composting kitchen waste,6.28,21.21418827,70.39,25.0,45.8,22.61,6.99,5.3,969.0,386.4,2.59,29.885,51.5217400062064,11.53861004,98.27,,,,,,,Segment A: calibrated,45.8,22.61,6.99,Composting kitchen waste|6.28|21.214|70.39
Composting kitchen waste,6.28,21.21418827,70.39,30.0,34.5,20.04,7.01,4.52,708.0,748.5,2.374,26.724,46.072175980105,11.25695029,87.01,,,,,,,Segment A: calibrated,34.5,20.04,7.01,Composting kitchen waste|6.28|21.214|70.39
Composting kitchen waste,5.88,25.8912037,75.23,0.0,25.0,75.23,5.88,5.3,1081.0,179.7,1.728,44.74,77.1317599889664,25.8912037,47.81,,,,,,,Segment A: calibrated,25.0,75.23,5.88,Composting kitchen waste|5.88|25.891|75.23
Composting kitchen waste,5.88,25.8912037,75.23,5.0,66.6,62.02,6.59,5.3,1141.0,543.1,1.411,35.935,61.9519400087407,25.46775337,54.78,,,,,,,Segment A: calibrated,66.6,62.02,6.59,Composting kitchen waste|5.88|25.891|75.23
Composting kitchen waste,5.88,25.8912037,75.23,12.0,66.7,70.59,6.98,5.3,1041.0,339.1,1.95,33.694,58.088456003448,17.27897436,89.68,,,,,,,Segment A: calibrated,66.7,70.59,6.98,Composting kitchen waste|5.88|25.891|75.23
Composting kitchen waste,5.88,25.8912037,75.23,20.0,50.7,32.01,7.34,5.3,554.0,916.9,1.797,32.969,56.83855601243,18.34668893,114.36,,,,,,,Segment A: calibrated,50.7,32.01,7.34,Composting kitchen waste|5.88|25.891|75.23
Composting kitchen waste,5.88,25.8912037,75.23,25.0,34.0,20.04,7.7,5.15,586.0,827.9,1.75,30.653,52.845772,17.516,97.02,,,,,,,Segment A: calibrated,34.0,20.04,7.7,Composting kitchen waste|5.88|25.891|75.23
Composting kitchen waste,5.88,25.8912037,75.23,30.0,30.3,20.04,7.7,4.91,589.0,778.7,1.71,26.376,45.472223989656,15.4245614,90.54,,,,,,,Segment A: calibrated,30.3,20.04,7.7,Composting kitchen waste|5.88|25.891|75.23
Composting kitchen waste,5.74,23.70598007,79.04,0.0,26.6,79.04,5.74,5.3,1441.0,277.8,1.806,42.813,73.8096120110681,23.70598007,26.74,,,,,,,Segment A: calibrated,26.6,79.04,5.74,Composting kitchen waste|5.74|23.706|79.04
Composting kitchen waste,5.74,23.70598007,79.04,5.0,68.8,67.62,6.0,3.13,1084.0,346.6,2.721,41.606,71.7287440102578,15.29070195,50.11,,,,,,,Segment A: calibrated,68.8,67.62,6.0,Composting kitchen waste|5.74|23.706|79.04
Composting kitchen waste,5.74,23.70598007,79.04,12.0,63.4,29.79,6.9,5.3,1466.0,206.2,2.987,37.906,65.3499439972071,12.69032474,97.53,,,,,,,Segment A: calibrated,63.4,29.79,6.9,Composting kitchen waste|5.74|23.706|79.04
Composting kitchen waste,5.74,23.70598007,79.04,20.0,57.6,34.46,7.12,5.3,262.0,530.4,3.06,33.733,58.1556920044824,11.02385621,105.32,,,,,,,Segment A: calibrated,57.6,34.46,7.12,Composting kitchen waste|5.74|23.706|79.04
Composting kitchen waste,5.74,23.70598007,79.04,25.0,59.7,32.01,7.19,5.3,196.0,354.7,2.983,30.913,53.2940119751054,10.36305732,87.96,,,,,,,Segment A: calibrated,59.7,32.01,7.19,Composting kitchen waste|5.74|23.706|79.04
Composting kitchen waste,5.74,23.70598007,79.04,30.0,34.4,20.04,7.37,3.89,248.0,534.8,2.405,27.589,47.5634359937074,11.47151767,117.98,,,,,,,Segment A: calibrated,34.4,20.04,7.37,Composting kitchen waste|5.74|23.706|79.04
Composting kitchen waste,6.22,25.68904404,73.28,0.0,18.9,73.28,6.22,5.3,442.0,175.4,1.862,47.833,82.4640920042755,25.68904404,42.37,,,,,,,Segment A: calibrated,18.9,73.28,6.22,Composting kitchen waste|6.22|25.689|73.28
